price_inr,age_yr,mileage_km,transmission,color,engine_cc,seats,tank_size_l
490000,7,43000,Manual,White,1047,5,35
490000,7,66000,Manual,White,1197,5,43
495000,7,45000,Manual,White,1197,5,43
520000,7,40000,Manual,Grey,1197,5,42
520000,7,46000,Manual,White,1248,5,42
525000,7,78900,Manual,Silver,1120,5,43
549000,7,53000,Automatic,White,1197,5,43
550000,7,50000,Manual,White,1197,5,42
550000,7,56000,Manual,Grey,1197,5,43
555000,7,20000,Automatic,Red,1199,5,35
560000,7,84500,Manual,White,1248,5,37
569000,7,57847,Manual,Grey,1197,5,43
575000,7,27239,Automatic,Orange,998,5,35
575000,7,58000,Manual,Silver,1197,5,42
580000,7,28851,Manual,Blue,1248,5,37
580000,7,81000,Automatic,Red,1198,5,44
585000,7,31000,Manual,Brown,1373,5,43
589000,7,13772,Automatic,White,1086,5,35
590000,7,68500,Manual,Grey,1248,5,37
600000,7,32000,Manual,Silver,1197,5,37
600000,7,54000,Manual,White,1197,5,42
609000,7,42601,Manual,Blue,1197,5,45
625000,7,23000,Manual,Red,1197,5,40
628000,7,53848,Manual,Maroon,1199,5,35
650000,7,32000,Manual,Blue,1197,5,37
660000,7,9000,Manual,Grey,1197,5,45
675000,7,64000,Manual,White,1248,5,48
685000,7,64300,Manual,Brown,1197,5,40
685000,7,92000,Automatic,White,1248,5,37
690000,7,38000,Manual,Gold,1598,5,55
695000,7,8000,Automatic,Blue,1197,5,37
695000,7,31000,Manual,Grey,1197,5,37
695000,7,55000,Automatic,Grey,1248,5,37
695000,7,66000,Automatic,Red,1248,5,37
695000,7,68818,Automatic,Silver,1197,5,37
699000,7,43000,Automatic,Red,1248,5,37
710000,7,72000,Manual,Blue,1598,5,48
711000,7,67900,Manual,Red,1248,5,48
720000,7,50197,Manual,Grey,999,5,45
721000,7,46000,Manual,White,1373,5,43
725000,7,42000,Manual,White,1248,5,48
725000,7,65000,Manual,White,1497,5,44
735000,7,42000,Automatic,Blue,1197,5,37
745000,7,36000,Manual,White,1248,5,48
745000,7,54000,Automatic,Silver,1497,7,42
750000,7,16339,Manual,Black,1591,5,43
750000,7,33647,Automatic,Red,1197,5,40
750000,7,65000,Manual,Blue,1248,5,37
750000,7,75000,Manual,White,1498,5,40
760000,7,20251,Manual,Grey,1198,5,44
775000,7,39000,Manual,Maroon,1497,5,40
775000,7,39000,Automatic,Red,1197,5,37
775000,7,40000,Automatic,Red,1197,5,37
785000,7,23000,Automatic,Red,1199,5,40
785000,7,80000,Manual,Grey,1248,5,48
790000,7,41000,Manual,Silver,1498,5,40
795000,7,45326,Manual,White,1199,5,40
799000,7,79800,Manual,Grey,1582,5,43
800000,7,66000,Manual,Gold,1248,5,37
800000,7,68000,Manual,Grey,1396,5,60
801000,7,30000,Manual,Silver,1248,5,48
810000,7,73000,Manual,Red,1582,5,45
811000,7,44153,Manual,White,1248,7,45
819999,7,27963,Manual,White,1199,5,40
819999,7,42000,Manual,Maroon,1199,5,40
823000,7,90000,Automatic,Green,1462,5,43
825000,7,48174,Manual,White,1248,5,48
825000,7,62000,Automatic,Brown,1197,5,55
835000,7,42855,Manual,Brown,1497,5,40
844999,7,71000,Manual,White,1582,5,43
850000,7,37093,Manual,Red,1248,5,48
850000,7,52890,Manual,Silver,1497,5,40
850000,7,65000,Manual,White,2179,7,60
850000,7,85000,Manual,Maroon,1248,5,48
860000,7,33030,Manual,Red,1248,5,48
860000,7,82200,Manual,Grey,1497,5,44
865000,7,53694,Manual,Grey,1248,5,48
875000,7,23148,Automatic,Red,1496,5,42
875000,7,24000,Manual,White,2498,6,60
875000,7,28000,Manual,Silver,1497,5,40
875000,7,50000,Manual,Silver,1497,5,40
875000,7,82000,Manual,White,1248,5,48
880000,7,47000,Manual,White,1598,5,55
885000,7,38000,Manual,Red,1598,5,55
890000,7,35000,Automatic,Orange,1198,5,44
894999,7,21365,Automatic,Grey,1197,5,37
899000,7,13066,Manual,Grey,1373,5,43
900000,7,55000,Automatic,Grey,1598,5,55
925000,7,74797,Manual,White,1498,5,52
949000,7,37100,Manual,Grey,1497,5,40
949000,7,50500,Manual,Blue,1248,5,48
950000,7,41000,Manual,Blue,2523,8,60
950000,7,63000,Manual,White,1396,5,60
950000,7,71000,Manual,White,1248,5,48
960000,7,24000,Manual,Brown,1461,5,50
965000,7,87001,Manual,White,1582,5,43
969999,7,68000,Manual,Black,1582,5,55
975000,7,53300,Automatic,Grey,1591,5,45
1000000,7,38000,Manual,White,2179,7,60
1000000,7,42000,Automatic,White,1591,5,60
1035000,7,36000,Manual,Grey,1582,5,60
1050000,7,34841,Manual,White,1591,5,55
1085000,7,8922,Automatic,Red,1198,5,44
1085000,7,45915,Automatic,Black,1582,5,45
1095000,7,50000,Manual,Maroon,2179,7,70
1095000,7,57000,Manual,Black,2179,7,70
1099000,7,20690,Automatic,Red,1598,5,55
1100000,7,65954,Manual,Red,1582,5,55
1115000,7,37000,Manual,Black,1591,5,55
1115000,7,58590,Manual,Grey,2179,7,70
1125000,7,60000,Manual,White,1582,5,55
1138000,7,6000,Automatic,Silver,1497,5,40
1165000,7,32000,Manual,White,2179,7,60
1175000,7,97000,Manual,White,1582,5,43
1190000,7,59000,Manual,White,2179,7,60
1190000,7,76000,Automatic,White,1582,5,60
1250000,7,90000,Manual,Silver,1956,5,60
1251000,7,120000,Manual,Black,2179,7,60
1260000,7,33500,Automatic,White,1591,5,60
1260000,7,36000,Automatic,Grey,1591,5,55
1275000,7,47000,Manual,White,2179,7,70
1295000,7,30000,Automatic,Black,1591,5,55
1295000,7,65100,Automatic,Beige,1798,5,55
1299000,7,50000,Automatic,White,1591,5,60
1321000,7,38000,Automatic,Gold,1798,5,55
1350000,7,56500,Manual,Black,2179,7,60
1425000,7,72870,Automatic,White,1582,5,55
1450000,7,90000,Manual,Black,1956,5,60
1490000,7,50000,Manual,Maroon,2179,7,70
1490000,7,68000,Manual,White,2179,7,60
1495000,7,28000,Automatic,Silver,1368,5,60
1515000,7,67546,Automatic,Others,1798,5,50
1549000,7,95315,Manual,Brown,2393,7,55
1580000,7,115000,Automatic,Beige,2755,7,55
1595000,7,54154,Automatic,Red,2179,7,70
1639999,7,43000,Automatic,Bronze,2179,7,70
1650000,7,25914,Automatic,Brown,1798,5,55
1789999,7,46000,Automatic,Black,1999,5,62
1950000,7,54000,Automatic,Silver,2694,7,65
1950000,7,69000,Manual,Grey,2393,7,55
1975000,7,75000,Automatic,Grey,2755,7,55
1989999,7,55000,Manual,Gold,2393,7,55
1995000,7,35123,Manual,White,2393,8,55
1995000,7,122000,Automatic,Silver,2477,7,70
2039999,7,110000,Automatic,Bronze,2755,7,55
2050000,7,73000,Automatic,White,1968,5,71
2089999,7,15600,Automatic,White,1395,5,50
2100000,7,42000,Automatic,Red,1984,5,60
2100000,7,75592,Automatic,White,2999,7,65
2175000,7,40000,Automatic,Bronze,2755,7,55
2180000,7,77590,Automatic,Blue,1395,5,50
2200000,7,57000,Automatic,Grey,2755,7,55
2350000,7,14120,Automatic,Brown,1798,5,66
2450000,7,43290,Automatic,Blue,1798,5,50
2450000,7,61000,Automatic,Gold,2143,5,50
2475000,7,38000,Automatic,Red,1968,5,64
2500000,7,90000,Automatic,Bronze,2143,5,50
2650000,7,43000,Automatic,Grey,2143,5,50
2650000,7,50000,Automatic,Blue,1995,5,63
2650000,7,53000,Automatic,Blue,1995,5,63
2700000,7,45545,Automatic,Red,1999,5,56
2775000,7,68189,Automatic,Brown,1995,5,57
2790000,7,25000,Automatic,White,1995,5,51
2800000,7,20000,Automatic,Red,2143,5,56
2850000,7,45000,Automatic,White,1999,5,56
2900000,7,35000,Automatic,White,1968,5,64
2950000,7,17300,Automatic,Red,1968,5,50
2950000,7,75000,Automatic,White,1995,5,57
2990000,7,34000,Automatic,White,1995,5,63
3125000,7,49000,Automatic,Blue,1995,5,63
3210000,7,37000,Automatic,White,2755,7,80
3250000,7,173000,Manual,White,2755,7,80
3290000,7,51000,Automatic,White,2755,7,80
3300000,7,17000,Automatic,Green,1496,5,44
3350000,7,25000,Automatic,White,2755,7,80
3400000,7,50000,Automatic,Blue,2143,5,66
3400000,7,51000,Automatic,Red,1968,5,75
3400000,7,68000,Automatic,White,1950,5,66
3450000,7,35000,Automatic,White,3198,7,80
3470000,7,62152,Automatic,Silver,2755,7,80
3500000,7,18000,Automatic,White,1395,5,54
3600000,7,7800,Automatic,White,2755,7,80
3600000,7,45000,Automatic,Blue,1999,5,57
3800000,7,9512,Automatic,Blue,1995,5,67
3800000,7,87000,Automatic,Blue,1995,5,67
3900000,7,48945,Automatic,Black,1968,5,75
3950000,7,52000,Automatic,White,1969,5,54
4175000,7,20000,Automatic,White,1969,5,55
4200000,7,36000,Automatic,White,2179,7,65
4200000,7,90868,Automatic,Blue,1999,5,82
4200000,7,102000,Automatic,Black,2143,5,93
4250000,7,24000,Automatic,White,1950,5,66
4250000,7,32000,Automatic,Blue,1998,5,57
4290000,7,60474,Automatic,White,1995,5,65
4325000,7,40545,Automatic,Grey,1999,5,82
4351000,7,36000,Automatic,White,1968,5,75
4375000,7,54500,Automatic,Black,2494,5,56
4400000,7,70000,Automatic,White,1995,5,67
4459000,7,57300,Automatic,White,2179,7,65
4500000,7,23000,Automatic,Grey,1995,5,65
4500000,7,49500,Automatic,Black,1995,5,65
4550000,7,45000,Automatic,Grey,2143,5,66
4590000,7,95786,Automatic,Black,2143,5,93
4775000,7,51529,Automatic,White,1950,5,80
4900000,7,38000,Automatic,Blue,2993,5,65
4900000,7,78000,Automatic,Black,2967,7,75
4950000,7,38000,Automatic,White,1999,7,65
5250000,7,21000,Automatic,Blue,2993,5,65
5400000,7,50500,Automatic,White,2143,5,93
5600000,7,40937,Automatic,White,2993,5,65
5900000,7,28000,Automatic,White,2987,5,93
5900000,7,47000,Automatic,Blue,2967,7,75
6000000,7,27600,Automatic,Blue,2993,5,65
6150000,7,18000,Automatic,Black,2987,5,93
6700000,7,39850,Automatic,Blue,2967,7,75
7200000,7,87200,Automatic,White,2987,7,100
7990000,7,23000,Automatic,Yellow,4951,4,60.9
8500000,7,25275,Automatic,Black,2996,5,93
9500000,7,20000,Automatic,Yellow,1988,2,54
10900000,7,6300,Automatic,Grey,1988,2,54
198000,8,24000,Manual,Red,999,5,28
240000,8,42000,Manual,White,1198,5,35
250000,8,32000,Manual,White,799,5,28
250000,8,132683,Manual,Bronze,1498,5,40
265000,8,30000,Manual,White,796,5,35
265000,8,52100,Manual,White,796,5,35
270000,8,27000,Manual,Silver,1198,5,35
285000,8,45600,Manual,White,796,5,35
286000,8,40564,Manual,Silver,796,5,35
299000,8,45000,Manual,Silver,796,5,35
299000,8,65822,Manual,Silver,793,5,35
315000,8,15507,Manual,Bronze,799,5,28
315000,8,15507,Manual,Bronze,799,5,28
325000,8,56000,Manual,Silver,814,5,32
330000,8,63200,Manual,Grey,998,4,60
335000,8,34000,Manual,Brown,1198,7,35
340000,8,6000,Manual,Maroon,1461,5,41
345000,8,72019,Manual,Silver,998,5,35
369000,8,16800,Manual,Grey,998,5,35
375000,8,45000,Manual,Grey,999,5,28
391000,8,24000,Manual,Silver,998,5,35
395000,8,46992,Manual,White,1199,5,35
400000,8,35000,Manual,Blue,1197,5,43
400000,8,43000,Manual,Grey,998,5,35
419000,8,23700,Manual,Bronze,799,5,28
420000,8,43000,Manual,Grey,999,5,28
421000,8,69000,Manual,Grey,1197,5,42
425000,8,41624,Automatic,White,998,5,35
434000,8,50000,Automatic,White,998,5,35
434999,8,23000,Manual,White,1196,5,42
434999,8,27000,Manual,White,1186,5,43
450000,8,65000,Manual,Grey,1197,5,42
450000,8,75000,Manual,White,1197,5,42
451000,8,55000,Manual,White,1120,5,43
475000,8,34867,Automatic,Silver,1199,5,35
484999,8,86006,Manual,White,1364,5,45
490000,8,82000,Manual,White,1197,5,37
495000,8,30000,Manual,Orange,1197,5,43
495000,8,38258,Manual,White,1248,5,37
495000,8,47000,Manual,Silver,1197,5,43
500000,8,32000,Automatic,Orange,998,5,35
500000,8,140000,Manual,Grey,1248,5,42
505000,8,87150,Manual,Grey,1198,5,35
521000,8,40879,Automatic,Red,1197,5,32
535000,8,34908,Manual,Grey,1197,5,37
540000,8,38700,Manual,Maroon,1198,5,35
545000,8,22000,Automatic,Blue,1197,5,32
545000,8,61518,Manual,Red,1197,5,37
550000,8,61400,Manual,Grey,1197,5,43
560000,8,29000,Manual,Grey,1197,5,43
560000,8,36000,Automatic,Silver,1197,5,32
561000,8,68000,Manual,Brown,1197,5,37
565000,8,45000,Manual,Grey,1199,5,40
565000,8,64000,Manual,Brown,1373,5,43
565000,8,65000,Manual,Red,1493,7,60
570000,8,36000,Automatic,White,1197,5,37
570000,8,92270,Manual,Brown,1199,5,40
575000,8,35000,Manual,White,1248,5,42
575000,8,53580,Manual,Gold,1199,5,40
575000,8,69508,Manual,White,1498,5,45
580000,8,39000,Manual,White,1199,5,40
585000,8,24100,Manual,Silver,1199,5,40
585000,8,47000,Manual,Grey,1197,5,45
591000,8,20281,Manual,Red,1197,5,45
595000,8,35000,Automatic,Blue,1197,5,37
595000,8,44100,Automatic,Silver,1197,5,42
595000,8,99000,Automatic,Brown,1199,5,40
600000,8,48000,Manual,Black,1498,5,50
600000,8,86000,Manual,Brown,1248,5,43
610000,8,38674,Manual,Red,1197,5,42
610000,8,105000,Manual,Silver,1248,5,42
611000,8,51349,Manual,Red,1197,5,45
611000,8,65000,Manual,White,1396,5,45
615000,8,36058,Manual,Silver,1197,5,37
615000,8,69000,Automatic,Black,1493,7,60
620000,8,92000,Manual,Brown,1498,5,52
625000,8,23798,Manual,Brown,1199,5,40
625000,8,42000,Manual,Silver,1197,5,45
625000,8,51145,Manual,Red,1197,5,37
625000,8,55000,Manual,Bronze,1198,5,45
625000,8,58000,Automatic,Silver,1197,5,37
625000,8,81000,Manual,White,1461,5,50
630000,8,36000,Manual,Blue,1248,5,37
640000,8,61000,Manual,Maroon,1248,5,48
640000,8,63000,Manual,Grey,1598,5,48
645000,8,64000,Manual,White,1497,5,40
650000,8,49422,Automatic,Silver,1197,5,43
650000,8,51000,Automatic,White,1197,5,55
650000,8,76000,Automatic,Silver,1248,5,42
650000,8,86000,Manual,White,1248,5,43
650000,8,92000,Manual,White,1248,5,43
655000,8,24003,Manual,Brown,1199,5,40
660000,8,40000,Automatic,Blue,1197,5,37
665000,8,48000,Manual,Blue,1248,5,37
675000,8,35616,Automatic,Blue,1197,5,37
675000,8,48591,Manual,White,1197,5,45
675000,8,48650,Automatic,Brown,1199,5,40
675000,8,73315,Manual,Grey,1373,5,43
675000,8,81323,Manual,Silver,1498,5,52
675000,8,125372,Manual,Brown,1248,5,48
685000,8,58146,Manual,Red,1197,5,37
690000,8,17268,Manual,Red,1197,5,45
690000,8,61000,Manual,Orange,1248,5,37
690000,8,65000,Manual,White,1396,5,45
695000,8,51292,Manual,White,1497,5,40
699000,8,67000,Manual,White,1591,5,43
699000,8,75000,Manual,Grey,1498,5,52
710000,8,73000,Manual,White,1248,5,48
715000,8,71000,Manual,Red,1248,5,48
725000,8,36597,Manual,Red,1197,5,45
725000,8,42000,Manual,White,1248,7,45
725000,8,55000,Automatic,White,1373,5,43
725000,8,64000,Manual,Gold,1248,5,48
725000,8,75000,Manual,White,1248,5,48
725000,8,75793,Manual,White,1248,5,48
730000,8,80000,Manual,Yellow,1248,5,48
740000,8,88000,Manual,White,1248,7,45
741000,8,31000,Automatic,Blue,1373,5,43
745000,8,82000,Manual,White,1498,5,52
749000,8,114000,Manual,Grey,1598,5,48
750000,8,48069,Automatic,White,1197,5,42
750000,8,72000,Manual,Maroon,1396,5,45
755000,8,57000,Manual,White,1373,5,43
755000,8,75650,Manual,White,1498,5,40
761000,8,38000,Automatic,Grey,1497,5,40
765000,8,68000,Manual,Grey,1248,7,45
775000,8,60500,Automatic,White,1197,5,55
775000,8,67000,Automatic,White,1461,5,50
775000,8,71000,Manual,Silver,1373,7,45
780000,8,94827,Manual,Others,1248,5,48
785000,8,20000,Automatic,Blue,1373,5,43
785000,8,44000,Manual,White,1493,7,60
789000,8,60444,Manual,Red,1498,5,50
790000,8,50000,Manual,White,1248,5,48
795000,8,9000,Manual,Grey,1373,7,45
795000,8,52245,Manual,Brown,1248,5,48
800000,8,52836,Manual,Blue,1598,5,48
800000,8,76642,Manual,Silver,1373,7,45
800000,8,82300,Manual,White,1373,5,43
800000,8,112000,Manual,Silver,1997,7,70
811999,8,31000,Manual,White,1582,5,45
825000,8,62000,Manual,White,1396,5,60
850000,8,47255,Manual,Grey,1497,5,40
855000,8,57000,Manual,Grey,1582,5,43
865000,8,49013,Automatic,Grey,1497,5,40
865000,8,93000,Manual,White,2179,7,70
869999,8,70000,Manual,White,1582,5,60
875000,8,50000,Manual,Silver,1591,5,60
890000,8,49000,Manual,Grey,1591,5,60
890000,8,70000,Manual,Maroon,1248,5,48
925000,8,28000,Manual,Red,1497,5,44
925000,8,29401,Manual,Grey,1591,5,60
944999,8,41417,Automatic,Grey,1197,5,45
950000,8,55000,Manual,White,1997,8,60
975000,8,78000,Manual,Silver,2179,7,70
985000,8,68000,Manual,White,2179,8,60
1035000,8,79000,Manual,Green,2498,7,60
1050000,8,29386,Automatic,Silver,1497,5,40
1050000,8,71800,Manual,Black,1956,5,60
1050000,8,88757,Manual,Blue,2179,6,60
1050000,8,97000,Automatic,Silver,1582,5,60
1074000,8,50050,Automatic,White,1591,5,60
1075000,8,86000,Manual,White,1956,5,60
1090000,8,19000,Manual,White,1997,8,60
1090000,8,144933,Manual,White,2179,7,70
1095000,8,39000,Automatic,Red,1591,5,60
1123000,8,80000,Automatic,Silver,1582,5,45
1150000,8,66602,Automatic,Grey,1582,5,60
1175000,8,24000,Automatic,White,1999,5,50
1190000,8,41470,Automatic,Black,2179,7,70
1200000,8,95785,Automatic,Blue,2179,7,60
1240000,8,57000,Manual,White,1956,5,60
1250000,8,60200,Automatic,White,1368,5,60
1350000,8,70000,Automatic,Blue,1368,5,60
1375000,8,70000,Automatic,White,1582,5,60
1390000,8,56000,Automatic,White,1798,5,50
1390000,8,56000,Automatic,White,1798,5,50
1421000,8,75000,Manual,White,2393,7,55
1495000,8,28000,Automatic,Grey,1798,5,50
1595000,8,86000,Automatic,Blue,1999,5,62
1650000,8,52458,Automatic,Black,1798,5,66
1685000,8,28600,Automatic,Grey,1798,5,50
1760000,8,48000,Automatic,White,1798,5,50
1789999,8,49000,Automatic,Maroon,2694,7,65
1791000,8,96095,Automatic,Silver,2999,7,65
1798999,8,14000,Automatic,Blue,1984,5,60
1839000,8,110000,Automatic,Blue,1968,5,64
1970000,8,85000,Automatic,Blue,1968,5,64
1998999,8,39328,Automatic,Silver,2143,5,56
2000000,8,93000,Automatic,White,3198,7,80
2050000,8,68000,Automatic,White,1984,5,60
2100000,8,42000,Automatic,Silver,1968,5,64
2100000,8,112000,Manual,Bronze,2393,7,55
2150000,8,45000,Automatic,Grey,2755,7,55
2175000,8,29000,Manual,Bronze,2393,7,55
2190000,8,30000,Manual,Maroon,2393,7,55
2345000,8,47000,Automatic,Brown,2494,5,70
2375000,8,61643,Automatic,Blue,1968,5,64
2385000,8,22120,Automatic,White,1995,5,51
2400000,8,59267,Automatic,Silver,1968,5,54
2400000,8,81802,Automatic,Blue,1968,5,75
2450000,8,25000,Automatic,White,2143,5,50
2500000,8,82900,Automatic,Brown,1968,5,66
2550000,8,36000,Automatic,Blue,1968,5,64
2550000,8,44000,Automatic,Black,2755,7,80
2600000,8,41000,Automatic,Blue,1995,5,51
2600000,8,64000,Automatic,Blue,1968,5,50
2650000,8,70000,Automatic,Brown,2143,5,66
2650000,8,75000,Automatic,White,1995,5,51
2690000,8,65000,Automatic,Grey,2755,7,80
2749000,8,120000,Automatic,White,2755,7,80
2750000,8,51800,Automatic,Black,1995,5,65
2750000,8,219000,Automatic,White,2755,7,80
2799000,8,72400,Automatic,White,1968,5,54
2800000,8,15900,Automatic,White,1998,5,57
2800000,8,29000,Automatic,Brown,1995,5,63
2800000,8,49000,Automatic,White,2755,7,80
2850000,8,58000,Automatic,Black,1798,5,75
2900000,8,46000,Automatic,White,2755,7,80
2900000,8,64000,Automatic,White,1968,5,64
2990000,8,44000,Automatic,White,1995,5,57
3000000,8,42000,Automatic,White,1395,5,54
3075000,8,17000,Automatic,White,1968,5,75
3090000,8,52000,Automatic,White,2755,7,80
3200000,8,10500,Automatic,Black,1998,4,44
3200000,8,110000,Automatic,Grey,2755,7,80
3299000,8,29999,Automatic,Blue,1999,5,56
3300000,8,41296,Automatic,Blue,1995,5,65
3500000,8,72000,Automatic,White,2143,5,66
3800000,8,50000,Automatic,White,1999,5,57
3850000,8,45600,Automatic,Black,2143,5,66
3900000,8,31059,Automatic,Bronze,2494,5,65
4000000,8,25500,Automatic,White,1999,5,57
4150000,8,48000,Automatic,Black,1950,5,80
4190000,8,90000,Automatic,Black,2143,5,93
4195000,8,63651,Automatic,White,1995,5,67
4200000,8,77000,Automatic,White,2143,5,66
4200000,8,85000,Automatic,Black,2143,5,93
4250000,8,80000,Automatic,White,2993,5,80
4375000,8,31059,Automatic,Brown,2494,5,65
4550000,8,34000,Automatic,Silver,2143,5,93
5100000,8,56000,Automatic,White,1991,4,59
5200000,8,45000,Automatic,Grey,2967,7,75
5400000,8,33000,Automatic,White,2993,4,78
5500000,8,24000,Automatic,White,2967,7,75
5500000,8,45000,Automatic,White,2967,7,75
5800000,8,30000,Automatic,White,2993,5,77
5950000,8,28000,Automatic,White,2993,4,78
5950000,8,80000,Automatic,Black,2996,5,100
6900000,8,42200,Automatic,Black,2993,4,78
7900000,8,11850,Automatic,White,2925,5,70
8000000,8,25000,Automatic,Black,4951,4,60.9
9000000,8,7000,Automatic,Red,1988,2,54
9000000,8,40000,Automatic,White,2979,5,80
245000,9,55000,Manual,White,796,5,35
245000,9,64000,Manual,Silver,998,5,35
254999,9,57159,Manual,Silver,799,5,28
265000,9,122000,Manual,Red,999,5,28
285000,9,17000,Manual,White,796,5,35
285000,9,22346,Manual,White,796,5,35
295000,9,34736,Manual,Red,999,5,28
299000,9,26000,Manual,Brown,999,5,28
320000,9,64000,Manual,Silver,799,5,28
335000,9,64000,Manual,White,1186,5,43
340000,9,52303,Manual,Grey,796,5,35
341000,9,49000,Manual,White,1198,5,35
345000,9,49857,Manual,White,998,5,35
345000,9,71000,Manual,White,1120,5,43
345000,9,73190,Manual,Grey,998,5,35
375000,9,35134,Manual,Silver,1198,5,35
380000,9,70000,Automatic,Grey,998,5,35
395000,9,28000,Manual,Maroon,1197,5,35
400000,9,50000,Manual,Red,1199,5,40
400000,9,67850,Manual,Red,998,5,35
412000,9,41058,Automatic,Silver,998,5,35
425000,9,52600,Manual,Silver,1198,5,45
430000,9,26600,Manual,Brown,998,5,35
440000,9,50374,Manual,White,1198,5,35
440000,9,53807,Manual,White,1197,5,42
445000,9,22402,Manual,Grey,1197,5,43
445000,9,63882,Manual,Bronze,1198,5,35
450000,9,44613,Manual,Silver,1498,5,40
450000,9,45000,Manual,White,1197,5,42
450000,9,47000,Manual,Grey,1197,5,43
450000,9,48200,Manual,Silver,1197,5,42
450000,9,53300,Manual,Maroon,1197,5,43
459999,9,61223,Manual,White,1197,5,43
459999,9,82844,Manual,Grey,1186,5,43
470000,9,74000,Manual,White,1197,5,42
475000,9,16630,Manual,Maroon,1197,5,43
475000,9,55353,Manual,Grey,1248,5,42
475000,9,69001,Manual,White,1499,5,52
480000,9,50000,Manual,White,1198,5,35
480000,9,85000,Manual,White,1248,5,42
495000,9,53376,Manual,Orange,1198,6,35
500000,9,26000,Manual,White,1197,5,42
500000,9,54440,Manual,Silver,1199,5,40
500000,9,114000,Manual,Grey,1364,5,45
525000,9,18800,Manual,Grey,1199,5,40
525000,9,64928,Manual,Red,1197,5,42
535000,9,58339,Manual,Grey,1396,5,45
545000,9,53000,Manual,White,1197,5,37
545000,9,70500,Manual,White,1396,5,45
550000,9,83000,Manual,White,1598,5,55
550000,9,88000,Manual,Blue,1248,5,37
560000,9,22700,Manual,Red,1197,5,45
560000,9,75210,Manual,White,1396,5,40
560000,9,80000,Manual,White,1396,5,40
565000,9,29000,Automatic,Silver,1197,5,43
569000,9,11471,Automatic,Red,998,5,35
570000,9,80000,Manual,Black,1498,5,52
575000,9,38000,Manual,Silver,1396,5,45
575000,9,62000,Manual,Blue,1248,5,37
585000,9,62591,Manual,Silver,1498,5,52
590000,9,77000,Manual,Silver,1598,5,48
595000,9,26357,Manual,Grey,1197,5,42
595000,9,80000,Automatic,Grey,1199,5,40
600000,9,70000,Manual,Silver,1498,5,40
600000,9,92000,Manual,White,1493,7,60
600000,9,99000,Manual,White,1461,5,50
620000,9,64906,Manual,Grey,1248,7,45
620000,9,85000,Manual,White,1598,5,48
625000,9,51330,Manual,Brown,1248,5,43
625000,9,68000,Automatic,White,1197,5,45
625000,9,72114,Manual,White,1396,5,45
635000,9,72200,Manual,Brown,1498,5,40
635000,9,92000,Manual,White,1248,5,43
640000,9,50800,Manual,White,1373,5,43
640000,9,52000,Manual,Blue,1248,5,48
640000,9,124000,Manual,Grey,1598,5,55
645000,9,45000,Manual,White,1591,5,43
650000,9,61181,Manual,White,1396,5,45
650000,9,76584,Manual,White,1461,5,50
650000,9,100000,Manual,Grey,1197,5,45
655000,9,38779,Manual,Blue,1197,5,37
669000,9,70000,Manual,Grey,1248,5,48
675000,9,45000,Manual,Red,1248,5,48
675000,9,49148,Automatic,Blue,1373,7,45
675000,9,50000,Manual,Grey,1248,5,48
675000,9,87693,Manual,Red,1497,5,40
685000,9,68500,Manual,Bronze,1497,5,40
690000,9,35000,Automatic,Grey,1461,5,50
690000,9,38000,Manual,Brown,1498,5,40
690000,9,65000,Manual,Grey,1461,5,50
695000,9,68921,Manual,Red,1248,5,37
695000,9,82445,Manual,Grey,1248,5,43
725000,9,42000,Manual,White,1582,5,43
725000,9,53000,Manual,Grey,1373,7,45
725000,9,57000,Manual,White,1248,5,43
725000,9,84000,Manual,White,1396,5,45
730000,9,51834,Manual,Grey,1497,5,40
740000,9,60125,Manual,Silver,1591,5,60
745000,9,38000,Manual,Silver,1497,5,40
745000,9,117048,Manual,Silver,1598,5,55
770000,9,20000,Automatic,White,1591,5,43
775000,9,42000,Automatic,Brown,1497,5,40
779000,9,9889,Manual,Blue,1197,5,45
790000,9,63088,Manual,White,1497,5,40
825000,9,45000,Automatic,White,1497,5,40
850000,9,72000,Manual,Red,1582,5,60
850000,9,90300,Manual,White,2179,7,70
850000,9,114000,Manual,White,2179,7,70
860000,9,57983,Manual,White,1591,5,60
865000,9,67000,Manual,White,1248,7,45
875000,9,62125,Manual,White,1582,5,60
885000,9,57983,Manual,White,1591,5,60
890000,9,88000,Automatic,Silver,1582,5,60
891000,9,47000,Manual,White,1591,5,60
900000,9,70000,Manual,Black,2696,7,78
925000,9,66000,Automatic,Black,1582,5,60
925000,9,150000,Manual,White,2179,8,60
944999,9,65321,Manual,White,2494,8,55
950000,9,73000,Automatic,Silver,1582,5,60
950000,9,86000,Manual,White,2179,7,70
951000,9,42000,Manual,White,2523,8,60
955000,9,110000,Automatic,Black,1997,7,70
960000,9,37079,Automatic,Red,1591,5,60
969999,9,39000,Manual,Blue,1248,7,45
994999,9,105000,Automatic,Grey,2179,7,70
1000000,9,33000,Manual,White,2179,7,70
1044999,9,78000,Manual,Black,1582,5,60
1075000,9,70000,Manual,White,1798,5,55
1095000,9,45000,Automatic,Black,1798,5,55
1300000,9,55000,Automatic,Grey,1798,5,50
1375000,9,75811,Manual,Black,2179,7,70
1475000,9,82000,Automatic,Grey,2477,7,70
1500000,9,70000,Automatic,White,1798,5,66
1525000,9,32000,Automatic,Red,1968,5,50
1600000,9,128000,Automatic,White,1995,5,62
