Depth_m,Temperature_C,Oxygen_ml/l,Salinity_psu
368.5,11.7654,4.607,35.6848
369.0,11.761,4.60104,35.6847
369.5,11.7563,4.59523,35.6847
370.0,11.7522,4.59266,35.6846
370.5,11.7486,4.59003,35.6845
371.0,11.7446,4.58478,35.6844
371.5,11.7401,4.5803,35.6843
372.0,11.7359,4.57741,35.6843
372.5,11.7318,4.575,35.6842
373.0,11.728,4.5764,35.6841
373.5,11.7249,4.57613,35.6839
374.0,11.722,4.57089,35.6838
374.5,11.7192,4.56724,35.6837
375.0,11.7164,4.56622,35.6835
375.5,11.7137,4.56558,35.6834
376.0,11.7105,4.56419,35.6831
376.5,11.7064,4.56275,35.6828
377.0,11.7008,4.56036,35.6822
377.5,11.6938,4.56286,35.6814
378.0,11.6857,4.55951,35.6804
378.5,11.6776,4.55171,35.6793
379.0,11.6674,4.54706,35.6778
379.5,11.6563,4.54182,35.6761
380.0,11.6426,4.53724,35.6742
380.5,11.6277,4.53301,35.672
381.0,11.615,4.52758,35.67
381.5,11.6072,4.52144,35.6689
382.0,11.6006,4.51858,35.6679
382.5,11.5955,4.5136,35.6673
383.0,11.5915,4.51091,35.6668
383.5,11.5885,4.51089,35.6665
384.0,11.5868,4.50863,35.6664
384.5,11.5857,4.50751,35.6665
385.0,11.5851,4.50489,35.667
385.5,11.5852,4.501,35.6675
386.0,11.5859,4.49807,35.6682
386.5,11.5868,4.49392,35.6689
387.0,11.5877,4.49006,35.6694
387.5,11.5886,4.4884,35.67
388.0,11.5897,4.48765,35.6706
388.5,11.5907,4.48709,35.6715
389.0,11.5918,4.48853,35.6725
389.5,11.5925,4.48546,35.6737
390.0,11.5924,4.48066,35.6746
390.5,11.5919,4.48203,35.6752
391.0,11.5909,4.4843,35.6758
391.5,11.5895,4.48343,35.6762
392.0,11.5875,4.47968,35.6765
392.5,11.5848,4.47755,35.6769
393.0,11.5815,4.47407,35.6772
393.5,11.5778,4.47139,35.6774
394.0,11.5728,4.46473,35.6777
394.5,11.5657,4.45706,35.6784
395.0,11.5566,4.45049,35.6794
395.5,11.5515,4.44341,35.68
396.0,11.5489,4.43991,35.6803
396.5,11.5469,4.43455,35.6805
397.0,11.5453,4.43001,35.6807
397.5,11.544,4.42826,35.6809
398.0,11.5432,4.42398,35.6811
398.5,11.5425,4.42581,35.6813
399.0,11.5419,4.42664,35.6815
399.5,11.5416,4.4273,35.6817
400.0,11.5413,4.42594,35.682
400.5,11.5413,4.42129,35.6824
401.0,11.5414,4.4157,35.6828
401.5,11.5417,4.4152,35.6833
402.0,11.5422,4.41899,35.6838
402.5,11.5426,4.41727,35.6842
403.0,11.5431,4.41727,35.6847
403.5,11.5437,4.41784,35.6853
404.0,11.5442,4.41567,35.6859
404.5,11.5446,4.41596,35.6863
405.0,11.5449,4.41474,35.6868
405.5,11.5452,4.41704,35.6872
406.0,11.5456,4.41328,35.6876
406.5,11.5458,4.41138,35.688
407.0,11.5462,4.40784,35.6886
407.5,11.5465,4.40396,35.6892
408.0,11.5467,4.40474,35.6896
408.5,11.5468,4.40195,35.69
409.0,11.547,4.39818,35.6904
409.5,11.5473,4.40051,35.6907
410.0,11.5475,4.40221,35.6911
410.5,11.5478,4.40275,35.6913
411.0,11.5482,4.40275,35.6917
411.5,11.5485,4.40273,35.6919
412.0,11.5485,4.40394,35.6922
412.5,11.5479,4.40198,35.6923
413.0,11.5467,4.4055,35.6924
413.5,11.5444,4.40549,35.6923
414.0,11.5412,4.40324,35.6923
414.5,11.5378,4.39873,35.6921
415.0,11.5345,4.39527,35.6919
415.5,11.5317,4.39457,35.6917
416.0,11.5292,4.38991,35.6916
416.5,11.5267,4.38607,35.6914
417.0,11.5239,4.38152,35.6913
417.5,11.5204,4.37582,35.6913
418.0,11.5166,4.36848,35.6917
418.5,11.5138,4.36652,35.6929
419.0,11.5133,4.36632,35.6941
419.5,11.5133,4.3659,35.6951
420.0,11.5133,4.36569,35.6959
420.5,11.5132,4.36316,35.6966
421.0,11.5128,4.36137,35.6975
421.5,11.5122,4.35619,35.6983
422.0,11.5115,4.35436,35.699
422.5,11.5106,4.35036,35.6997
423.0,11.5096,4.34731,35.7005
423.5,11.5085,4.34343,35.7015
424.0,11.5074,4.34003,35.7028
424.5,11.5066,4.33587,35.7041
425.0,11.506,4.33191,35.7054
425.5,11.5055,4.3279,35.7066
426.0,11.5051,4.32077,35.7078
426.5,11.5047,4.3197,35.7092
427.0,11.504,4.31597,35.7108
427.5,11.5022,4.31367,35.7141
428.0,11.4998,4.31169,35.717
428.5,11.4974,4.30714,35.7193
429.0,11.4954,4.30231,35.7209
429.5,11.4933,4.29611,35.7223
430.0,11.4916,4.28948,35.7233
430.5,11.49,4.28564,35.7243
431.0,11.4883,4.28015,35.7252
431.5,11.4867,4.27548,35.726
432.0,11.4851,4.27255,35.7271
432.5,11.4835,4.26723,35.7281
433.0,11.4816,4.26011,35.7297
433.5,11.4804,4.25375,35.7314
434.0,11.4803,4.25035,35.7325
434.5,11.4807,4.24729,35.7333
435.0,11.4812,4.24761,35.7337
435.5,11.4815,4.24722,35.7341
436.0,11.4818,4.24834,35.7344
436.5,11.482,4.24679,35.7346
437.0,11.482,4.24553,35.7349
437.5,11.4819,4.24378,35.7352
438.0,11.4817,4.24246,35.7356
438.5,11.4814,4.23832,35.7362
439.0,11.4812,4.23377,35.7368
439.5,11.4811,4.2316,35.7375
440.0,11.4809,4.23319,35.7381
440.5,11.4808,4.23364,35.7387
441.0,11.4806,4.23168,35.7392
441.5,11.4804,4.23221,35.7397
442.0,11.4802,4.22823,35.7402
442.5,11.4799,4.22656,35.7408
443.0,11.4799,4.22583,35.7415
443.5,11.4799,4.22567,35.7423
444.0,11.4802,4.2268,35.7429
444.5,11.4805,4.22523,35.7435
445.0,11.4809,4.22534,35.7441
445.5,11.4815,4.22625,35.7448
446.0,11.4822,4.2246,35.7454
446.5,11.4834,4.22545,35.7463
447.0,11.4853,4.22001,35.7474
447.5,11.4875,4.21394,35.7485
448.0,11.4895,4.20937,35.7494
448.5,11.4913,4.20653,35.7503
449.0,11.4931,4.2065,35.751
449.5,11.4948,4.20687,35.7518
450.0,11.4965,4.20397,35.7528
450.5,11.4984,4.20439,35.7541
451.0,11.5008,4.2009,35.7558
451.5,11.5031,4.19644,35.758
452.0,11.5048,4.19632,35.7597
452.5,11.5064,4.19537,35.7617
453.0,11.5078,4.19427,35.7644
453.5,11.5087,4.19388,35.7668
454.0,11.509,4.19125,35.7679
454.5,11.5093,4.18818,35.7688
455.0,11.5096,4.18654,35.7695
455.5,11.5098,4.18491,35.7703
456.0,11.51,4.18527,35.771
456.5,11.5103,4.18318,35.7716
457.0,11.5106,4.18451,35.7724
457.5,11.511,4.18568,35.7733
458.0,11.5115,4.18202,35.7748
458.5,11.5119,4.17759,35.7768
459.0,11.5123,4.17392,35.7784
459.5,11.5126,4.16943,35.7797
460.0,11.5129,4.16514,35.7809
460.5,11.5133,4.16186,35.7822
461.0,11.5136,4.16051,35.7833
461.5,11.5138,4.15972,35.7842
462.0,11.5141,4.1586,35.7849
462.5,11.5142,4.15883,35.7856
463.0,11.5144,4.15718,35.7861
463.5,11.5145,4.15827,35.7865
464.0,11.5145,4.158,35.787
464.5,11.5146,4.15858,35.7874
465.0,11.5145,4.16002,35.7878
465.5,11.5145,4.15831,35.788
466.0,11.5144,4.15731,35.7881
466.5,11.5144,4.15854,35.7882
467.0,11.5142,4.15864,35.7884
467.5,11.5141,4.16031,35.7886
468.0,11.514,4.15839,35.7887
468.5,11.514,4.15795,35.7887
469.0,11.5139,4.15689,35.7888
469.5,11.5139,4.15737,35.7889
470.0,11.5138,4.15537,35.789
470.5,11.5138,4.15595,35.7891
471.0,11.5138,4.15536,35.7892
471.5,11.5137,4.15564,35.7893
472.0,11.5137,4.15522,35.7895
472.5,11.5137,4.15468,35.7896
473.0,11.5139,4.15791,35.7897
473.5,11.5143,4.16254,35.7897
474.0,11.5144,4.16709,35.7896
474.5,11.5145,4.16694,35.7895
475.0,11.5147,4.16568,35.7893
475.5,11.5148,4.15705,35.7892
476.0,11.515,4.15099,35.789
476.5,11.5152,4.14546,35.7889
477.0,11.5154,4.14486,35.7887
477.5,11.5155,4.1463,35.7886
478.0,11.5155,4.15002,35.7886
478.5,11.515,4.15884,35.7894
479.0,11.5145,4.16354,35.7897
479.5,11.5142,4.16554,35.7899
480.0,11.5139,4.16582,35.79
480.5,11.5136,4.15815,35.7902
481.0,11.5133,4.14967,35.7903
481.5,11.513,4.14275,35.7904
482.0,11.5127,4.13897,35.7906
482.5,11.5124,4.13995,35.7907
483.0,11.5121,4.14093,35.7909
483.5,11.5119,4.14406,35.7911
484.0,11.5117,4.14495,35.7915
484.5,11.5116,4.14779,35.7917
485.0,11.5115,4.15308,35.7919
485.5,11.5115,4.1531,35.7919
486.0,11.5115,4.1555,35.7919
486.5,11.5115,4.15414,35.7919
487.0,11.5115,4.15182,35.792
487.5,11.5115,4.1485,35.7921
488.0,11.5115,4.1472,35.7922
488.5,11.5115,4.14586,35.7923
489.0,11.5115,4.14508,35.7924
489.5,11.5115,4.14532,35.7925
490.0,11.5115,4.14646,35.793
490.5,11.5117,4.14597,35.7939
491.0,11.5124,4.1456,35.7952
491.5,11.5133,4.14453,35.7965
492.0,11.5143,4.14366,35.7978
492.5,11.5154,4.14442,35.7992
493.0,11.5167,4.14563,35.8007
493.5,11.5183,4.14436,35.8025
494.0,11.5205,4.14293,35.8049
494.5,11.523,4.13703,35.8077
495.0,11.5253,4.13463,35.8099
495.5,11.5272,4.12668,35.8117
496.0,11.5293,4.12683,35.8138
496.5,11.5318,4.12695,35.8159
497.0,11.5342,4.12813,35.8182
497.5,11.5366,4.126,35.8207
498.0,11.5381,4.12163,35.8227
498.5,11.5392,4.11856,35.8243
499.0,11.54,4.11574,35.8256
499.5,11.5408,4.11601,35.8269
500.0,11.5414,4.11417,35.8279
500.5,11.5419,4.10916,35.829
501.0,11.5423,4.10284,35.8299
501.5,11.5428,4.09885,35.8309
502.0,11.5432,4.10006,35.8318
502.5,11.5436,4.10016,35.8329
503.0,11.5441,4.09756,35.8344
503.5,11.5445,4.09344,35.8353
504.0,11.5448,4.09413,35.8358
504.5,11.5452,4.09512,35.8365
505.0,11.5454,4.09418,35.8369
505.5,11.5457,4.09278,35.8375
506.0,11.546,4.0924,35.8381
506.5,11.5462,4.09257,35.8386
507.0,11.5465,4.09337,35.8391
507.5,11.5466,4.09229,35.8398
508.0,11.5468,4.09224,35.8404
508.5,11.5471,4.09198,35.8412
509.0,11.5474,4.08959,35.8423
509.5,11.5475,4.08816,35.8435
510.0,11.5473,4.09095,35.8445
510.5,11.5467,4.09133,35.8453
511.0,11.5457,4.09194,35.8459
511.5,11.5446,4.08939,35.8462
512.0,11.5436,4.08723,35.8463
512.5,11.5425,4.08547,35.8464
513.0,11.5413,4.08568,35.8463
513.5,11.54,4.08423,35.8463
514.0,11.5387,4.08181,35.8462
514.5,11.5372,4.08226,35.8461
515.0,11.5352,4.08071,35.846
515.5,11.5332,4.07838,35.8461
516.0,11.5347,4.08218,35.8505
516.5,11.5368,4.08303,35.8521
517.0,11.5385,4.08202,35.8532
517.5,11.5402,4.07788,35.8543
518.0,11.542,4.07485,35.8554
518.5,11.544,4.07128,35.8567
519.0,11.5462,4.07176,35.8578
519.5,11.5482,4.06835,35.8591
520.0,11.5507,4.06803,35.8605
520.5,11.5539,4.065,35.8624
521.0,11.558,4.06335,35.8647
521.5,11.5619,4.05936,35.8669
522.0,11.5635,4.06303,35.8678
522.5,11.5648,4.06509,35.8685
523.0,11.5659,4.06504,35.8692
523.5,11.5668,4.06156,35.8699
524.0,11.5678,4.05779,35.8705
524.5,11.5685,4.0565,35.8711
525.0,11.5694,4.05633,35.8716
525.5,11.5701,4.05765,35.8722
526.0,11.571,4.05773,35.8728
526.5,11.572,4.05704,35.8736
527.0,11.5729,4.05808,35.8743
527.5,11.574,4.0588,35.8752
528.0,11.5749,4.06141,35.8759
528.5,11.5762,4.06708,35.8771
529.0,11.5773,4.06993,35.8781
529.5,11.5782,4.06953,35.879
530.0,11.5789,4.06641,35.8795
530.5,11.5795,4.06689,35.88
531.0,11.5801,4.06487,35.8805
531.5,11.5808,4.06328,35.881
532.0,11.5816,4.06183,35.8816
532.5,11.5824,4.06084,35.8822
533.0,11.5834,4.05918,35.883
533.5,11.5846,4.05593,35.884
534.0,11.5863,4.05469,35.8855
534.5,11.5881,4.05598,35.8871
535.0,11.5892,4.05872,35.8881
535.5,11.5903,4.05844,35.8891
536.0,11.5912,4.05919,35.8901
536.5,11.592,4.05876,35.8908
537.0,11.5927,4.05675,35.8915
537.5,11.5935,4.05538,35.8923
538.0,11.5945,4.05377,35.8933
538.5,11.5953,4.05069,35.8941
539.0,11.5964,4.04739,35.8951
539.5,11.5981,4.04666,35.897
540.0,11.5999,4.04722,35.8989
540.5,11.6016,4.04869,35.9008
541.0,11.6033,4.0497,35.9025
541.5,11.6049,4.04996,35.9041
542.0,11.6061,4.04797,35.9054
542.5,11.607,4.048,35.9062
543.0,11.6078,4.04683,35.9068
543.5,11.6085,4.04503,35.9074
544.0,11.6091,4.04391,35.908
544.5,11.6098,4.04441,35.9086
545.0,11.6104,4.04593,35.9092
545.5,11.6112,4.04292,35.9098
546.0,11.6119,4.03965,35.9105
546.5,11.6129,4.0345,35.9113
547.0,11.6139,4.03467,35.9124
547.5,11.6158,4.03686,35.9142
548.0,11.6184,4.04003,35.9169
548.5,11.6211,4.03891,35.9196
549.0,11.6231,4.03888,35.9216
549.5,11.6248,4.03949,35.9233
550.0,11.6265,4.03701,35.9248
550.5,11.628,4.0351,35.9263
551.0,11.6295,4.03401,35.9277
551.5,11.6312,4.03177,35.9293
552.0,11.6329,4.03129,35.9309
552.5,11.6347,4.0291,35.9326
553.0,11.6366,4.0263,35.9345
553.5,11.6381,4.02744,35.936
554.0,11.6393,4.02919,35.9371
554.5,11.64,4.02777,35.9377
555.0,11.6404,4.02592,35.9381
555.5,11.6407,4.02722,35.9383
556.0,11.641,4.02739,35.9385
556.5,11.6412,4.02765,35.9387
557.0,11.6416,4.02518,35.9389
557.5,11.6419,4.02422,35.9392
558.0,11.6423,4.02445,35.9395
558.5,11.6428,4.02305,35.9399
559.0,11.6434,4.02434,35.9404
559.5,11.6442,4.02226,35.9411
560.0,11.6453,4.0193,35.9423
560.5,11.6465,4.01708,35.9436
561.0,11.6478,4.0193,35.9449
561.5,11.649,4.02153,35.9463
562.0,11.65,4.02418,35.9473
562.5,11.6509,4.02306,35.9482
563.0,11.6518,4.02486,35.9492
563.5,11.6526,4.01906,35.95
564.0,11.6534,4.01956,35.9508
564.5,11.6541,4.01754,35.9514
565.0,11.6549,4.01547,35.9521
565.5,11.6557,4.01738,35.953
566.0,11.6567,4.01758,35.954
566.5,11.6578,4.01689,35.9552
567.0,11.659,4.01322,35.9565
567.5,11.6599,4.01092,35.9575
568.0,11.6606,4.01066,35.9582
568.5,11.661,4.0102,35.9586
569.0,11.6615,4.01298,35.9589
569.5,11.6619,4.01279,35.9592
570.0,11.6624,4.01234,35.9595
570.5,11.6628,4.01408,35.9598
571.0,11.6633,4.01301,35.96
571.5,11.6638,4.01509,35.9603
572.0,11.6643,4.01488,35.9606
572.5,11.6647,4.01446,35.9607
573.0,11.6651,4.01218,35.9609
573.5,11.6657,4.0107,35.9612
574.0,11.6663,4.01354,35.9616
574.5,11.6668,4.01281,35.962
575.0,11.6672,4.01198,35.9623
575.5,11.6675,4.01133,35.9626
576.0,11.668,4.01344,35.9631
576.5,11.6686,4.01431,35.9636
577.0,11.669,4.01425,35.9641
577.5,11.6695,4.01299,35.9645
578.0,11.6698,4.00971,35.9647
578.5,11.6701,4.00796,35.965
579.0,11.6705,4.00475,35.9652
579.5,11.6708,4.00425,35.9655
580.0,11.6713,4.00107,35.9659
580.5,11.6718,3.99987,35.9665
581.0,11.6726,4.0017,35.9673
581.5,11.6729,4.00789,35.9676
582.0,11.6731,4.00879,35.9677
582.5,11.6732,4.01044,35.9677
583.0,11.6734,4.00568,35.9677
583.5,11.6735,4.00401,35.9677
584.0,11.6737,4.00281,35.9677
584.5,11.6739,4.0009,35.9678
585.0,11.6741,3.99928,35.9678
585.5,11.6743,4.00059,35.9678
586.0,11.6745,4.00084,35.9679
586.5,11.6748,4.00071,35.9683
587.0,11.6751,4.0009,35.9685
587.5,11.6753,3.99978,35.9687
588.0,11.6755,3.99643,35.9688
588.5,11.6757,3.99618,35.9689
589.0,11.6758,3.99506,35.9689
589.5,11.676,3.99465,35.9688
590.0,11.6765,3.99631,35.9686
